,Final Pick,Total Projected Indy Wins,First Quarter Wins,Second Quarter Wins,Third Quarter Wins,Games Played By Carson (17 Max),Colts Made Playoffs,Playoff_Result,Game_Where_Indy_Fell_Out_of_Playoffs,Carson Benched On Purpose,Out_of_Division,Game_Where_Indy_Fell_Out_of_Division,Wins_of_Div_Winner,Out_of_Wildcard,Game_Where_Indy_Fell_Out_of_Wildcard,Wins_of_Last_WC,Week 1 Result,Week 2 Result,Week 3 Result,Week 4 Result,Week 5 Result,Week 6 Result,Week 7 Result,Week 8 Result,Week 9 Result,Week 10 Result,Week 11 Result,Week 12 Result,Week 13 Result,Week 14 Result,Week 15 Result,Week 16 Result,Week 17 Result,Draft Pick Points,Carson Final Snap %,Percentage of Total Occurances (%),Colts_Eliminated_From_Division_or_Wild_Card_Race_First
8527,29,10.0,1,4,8,16.27539879018981,True,Conference Final Exit,,False,False,,11.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,IND,IND,IND,NE,IND,OAK,JAX,640,95.737639942293,0.01,None
8528,39,6.0,1,2,2,10.425405012789309,False,Missed Playoffs,15.0,True,True,12.0,14.0,True,15.0,8.0,SEA,LAR,TEN,IND,BAL,HOU,IND,TEN,NYJ,JAX,BUF,TB,IND,IND,ARI,IND,IND,510,61.325911839937106,0.01,Lost Division First
8529,12,7.0,1,3,4,15.477944159999996,False,Missed Playoffs,17.0,True,True,16.0,10.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,JAX,BUF,TB,IND,IND,ARI,IND,JAX,1200,91.04673035294115,0.01,Lost Division First
8530,46,7.0,1,2,4,12.323188291331983,False,Missed Playoffs,17.0,True,True,16.0,10.0,True,17.0,8.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,HOU,IND,IND,IND,JAX,440,72.48934289018814,0.01,Lost Division First
8531,10,6.0,1,2,3,14.343592350131825,False,Missed Playoffs,16.0,True,True,16.0,7.0,True,16.0,7.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,JAX,BUF,TB,IND,NE,ARI,IND,IND,1300,84.37407264783427,0.01,Lost Wild Card and Division at Same Time
8532,16,9.0,1,4,6,16.328008232366038,False,Missed Playoffs,,False,False,,10.0,False,,10.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,BUF,IND,IND,NE,ARI,IND,IND,1000,96.04710724921199,0.01,Lost Wild Card and Division at Same Time
8533,16,8.0,1,3,5,14.8112,False,Missed Playoffs,16.0,True,True,16.0,9.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,IND,ARI,OAK,IND,1000,87.12470588235294,0.01,Lost Wild Card and Division at Same Time
8534,14,8.0,1,2,4,13.420704319999997,False,Missed Playoffs,17.0,True,True,15.0,11.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,IND,IND,ARI,IND,IND,1100,78.94531952941175,0.01,Lost Division First
8535,11,8.0,1,3,6,14.54774264720512,False,Missed Playoffs,17.0,True,True,16.0,11.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,IND,TB,IND,IND,ARI,OAK,JAX,1250,85.57495674826541,0.01,Lost Division First
8536,39,7.0,1,2,4,12.532812214339124,False,Missed Playoffs,16.0,True,True,15.0,11.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,NYJ,IND,BUF,IND,IND,NE,ARI,IND,IND,510,73.72242479023015,0.01,Lost Division First
8537,15,8.0,1,3,5,16.457167999999996,False,Missed Playoffs,,False,False,,8.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,NYJ,IND,BUF,IND,HOU,IND,IND,OAK,IND,1050,96.80687058823527,0.01,Lost Wild Card and Division at Same Time
8538,49,8.0,1,3,4,11.828590434406571,False,Missed Playoffs,17.0,True,True,15.0,11.0,True,17.0,10.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,JAX,BUF,TB,IND,IND,IND,IND,JAX,410,69.57994373180337,0.01,Lost Division First
8539,9,6.0,1,2,4,13.250357354872499,False,Missed Playoffs,15.0,True,True,15.0,9.0,True,14.0,9.0,SEA,LAR,TEN,IND,BAL,HOU,IND,TEN,IND,IND,BUF,TB,HOU,NE,ARI,IND,IND,1350,77.94327855807353,0.01,Lost Wild Card First
8540,18,8.0,1,3,5,16.752392,False,Missed Playoffs,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,TB,IND,IND,ARI,IND,JAX,900,98.54348235294118,0.01,Lost Wild Card and Division at Same Time
8541,13,7.0,1,2,5,13.119524979131029,False,Missed Playoffs,16.0,True,True,15.0,12.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,IND,TB,IND,IND,ARI,OAK,JAX,1150,77.17367634782958,0.01,Lost Division First
8542,21,8.0,1,3,4,16.477944159999996,True,First Round Exit,,False,False,,8.0,False,,8.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,JAX,BUF,TB,IND,IND,ARI,IND,IND,800,96.92908329411762,0.01,None
8543,21,10.0,1,2,6,15.118936028342318,True,First Round Exit,,False,False,,10.0,False,,9.0,SEA,LAR,TEN,IND,BAL,HOU,SF,IND,IND,IND,IND,IND,IND,IND,IND,OAK,IND,800,88.93491781377834,0.01,None
8544,17,9.0,1,3,7,13.822649150816844,False,Missed Playoffs,,True,True,16.0,12.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,IND,IND,IND,IND,ARI,OAK,JAX,950,81.3097008871579,0.01,Lost Division First
8545,35,5.0,1,2,3,11.687279082361625,False,Missed Playoffs,15.0,True,True,15.0,9.0,True,15.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,NYJ,IND,BUF,TB,IND,NE,ARI,OAK,IND,550,68.74870048448015,0.01,Lost Wild Card and Division at Same Time
8546,6,7.0,1,2,4,15.042703499642846,False,Missed Playoffs,,False,False,,7.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,HOU,SF,IND,IND,IND,BUF,TB,IND,IND,ARI,OAK,IND,1600,88.48649117436969,0.01,Lost Wild Card First
8547,3,5.0,1,2,3,13.084472428927997,False,Missed Playoffs,15.0,True,True,15.0,9.0,True,14.0,9.0,SEA,LAR,TEN,IND,BAL,HOU,SF,IND,NYJ,IND,BUF,TB,IND,NE,ARI,OAK,IND,2200,76.96748487604704,0.01,Lost Wild Card First
8548,15,9.0,1,3,6,14.803602117722459,False,Missed Playoffs,,False,False,,10.0,False,,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,IND,TB,IND,IND,ARI,IND,JAX,1050,87.08001245719093,0.01,Lost Wild Card and Division at Same Time
8549,21,9.0,1,3,6,15.674000377033552,True,First Round Exit,,False,False,,10.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,IND,IND,NE,IND,IND,JAX,800,92.20000221784443,0.01,None
8550,30,10.0,1,3,6,16.8112,True,Conference Final Exit,,False,False,,10.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,JAX,IND,IND,IND,IND,ARI,IND,IND,620,98.88941176470588,0.01,None
8551,25,8.0,1,2,5,16.14218739340599,True,Second Round Exit,,False,False,,8.0,False,,8.0,SEA,LAR,TEN,IND,BAL,HOU,SF,IND,IND,IND,BUF,IND,IND,IND,ARI,OAK,IND,720,94.95404349062348,0.01,None
8552,62,10.0,1,3,5,11.529514585780833,True,Conference Final Exit,,True,True,14.0,13.0,False,,10.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,IND,IND,IND,IND,284,67.8206740340049,0.01,None
8553,23,10.0,1,4,6,16.8904,True,First Round Exit,,False,False,,10.0,False,,10.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,NE,IND,IND,IND,760,99.35529411764705,0.01,None
8554,23,11.0,1,3,6,15.914383650108425,True,First Round Exit,,False,False,,11.0,False,,8.0,SEA,LAR,TEN,IND,BAL,HOU,IND,IND,IND,IND,BUF,IND,IND,IND,IND,IND,IND,760,93.61402147122602,0.01,None
8555,47,8.0,1,3,5,11.520544077934387,False,Missed Playoffs,16.0,True,True,14.0,10.0,True,16.0,10.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,HOU,IND,ARI,IND,IND,430,67.7679063407905,0.01,Lost Division First
8556,30,9.0,1,3,6,16.15883315419167,True,Conference Final Exit,,False,False,,9.0,True,17.0,10.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,IND,TB,IND,IND,ARI,OAK,IND,620,95.05195973053922,0.01,None
8557,18,9.0,1,4,6,15.98586333997944,False,Missed Playoffs,,False,False,,10.0,False,,10.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,IND,TB,IND,NE,ARI,IND,IND,900,94.03449023517318,0.01,Lost Wild Card and Division at Same Time
8558,8,6.0,1,2,4,13.407974738964292,False,Missed Playoffs,16.0,True,True,16.0,9.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,HOU,SF,IND,IND,IND,BUF,TB,IND,IND,ARI,OAK,JAX,1400,78.87043964096642,0.01,Lost Wild Card and Division at Same Time
8559,22,8.0,1,4,5,15.64292781029083,True,First Round Exit,,False,False,,8.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,BUF,TB,HOU,NE,IND,IND,IND,780,92.01722241347548,0.01,None
8560,10,7.0,1,3,5,13.555575999999997,False,Missed Playoffs,16.0,True,True,15.0,11.0,True,16.0,8.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,NYJ,IND,BUF,IND,HOU,IND,ARI,OAK,IND,1300,79.73868235294115,0.01,Lost Division First
8561,29,10.0,1,3,7,16.791992,True,Conference Final Exit,,False,False,,11.0,False,,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,IND,IND,IND,IND,IND,OAK,JAX,640,98.77642352941177,0.01,None
8562,22,9.0,1,4,6,16.369840223683717,True,First Round Exit,,False,False,,10.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,NE,ARI,IND,IND,780,96.29317778637481,0.01,None
8563,9,6.0,1,3,5,13.14407594425553,False,Missed Playoffs,15.0,True,True,15.0,9.0,True,15.0,10.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,HOU,NE,ARI,OAK,IND,1350,77.31809378973841,0.01,Lost Wild Card and Division at Same Time
8564,24,10.0,1,2,5,15.87079720800507,True,First Round Exit,,False,False,,11.0,False,,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,IND,TB,IND,IND,IND,IND,IND,740,93.35763063532394,0.01,None
8565,16,9.0,1,3,6,14.752392,False,Missed Playoffs,17.0,True,True,16.0,10.0,True,17.0,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,JAX,IND,IND,IND,NE,ARI,IND,IND,1000,86.77877647058824,0.01,Lost Division First
8566,24,9.0,1,3,6,16.57578012132955,True,First Round Exit,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,IND,IND,NE,ARI,IND,IND,740,97.50458894899737,0.01,None
8567,15,8.0,1,4,6,14.478108458983774,False,Missed Playoffs,,False,False,,9.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,NE,ARI,OAK,IND,1050,85.16534387637515,0.01,Lost Wild Card First
8568,26,9.0,1,2,5,15.168457372212547,True,Second Round Exit,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,IND,TB,IND,IND,IND,IND,JAX,700,89.2262198365444,0.01,None
8569,11,7.0,1,3,4,13.473050502843378,False,Missed Playoffs,15.0,True,True,15.0,9.0,True,15.0,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,NYJ,IND,BUF,TB,HOU,IND,ARI,IND,IND,1250,79.25323825201987,0.01,Lost Wild Card and Division at Same Time
8570,23,8.0,1,2,4,14.232827030399996,True,First Round Exit,,True,True,15.0,12.0,False,,8.0,SEA,LAR,TEN,IND,BAL,HOU,SF,IND,NYJ,IND,BUF,IND,IND,IND,IND,IND,JAX,760,83.72251194352938,0.01,None
8571,43,7.0,1,2,4,12.665571169894845,False,Missed Playoffs,15.0,True,True,15.0,11.0,True,15.0,10.0,SEA,LAR,TEN,IND,BAL,HOU,IND,TEN,IND,IND,BUF,TB,IND,IND,ARI,OAK,IND,470,74.50335982291085,0.01,Lost Wild Card and Division at Same Time
8572,18,9.0,1,4,5,15.99767541035789,False,Missed Playoffs,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,BUF,TB,IND,IND,IND,IND,JAX,900,94.10397300210525,0.01,Lost Wild Card and Division at Same Time
8573,8,6.0,1,2,4,13.382869206518855,False,Missed Playoffs,15.0,True,True,15.0,9.0,True,15.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,IND,NE,ARI,OAK,IND,1400,78.72276003834621,0.01,Lost Wild Card and Division at Same Time
8574,9,7.0,1,3,5,14.470236411618911,False,Missed Playoffs,16.0,True,True,16.0,9.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,JAX,BUF,IND,IND,NE,ARI,OAK,IND,1350,85.11903771540537,0.01,Lost Wild Card and Division at Same Time
8575,10,7.0,1,2,5,14.458736159999997,False,Missed Playoffs,16.0,True,True,16.0,10.0,True,16.0,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,IND,TB,HOU,IND,ARI,OAK,IND,1300,85.05138917647056,0.01,Lost Wild Card and Division at Same Time
8576,41,7.0,1,3,5,12.224037045479061,False,Missed Playoffs,16.0,True,True,15.0,11.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,HOU,IND,ARI,OAK,IND,490,71.90610026752388,0.01,Lost Division First
8577,25,9.0,1,3,5,16.612440044235562,True,Second Round Exit,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,TB,IND,IND,ARI,IND,IND,720,97.72023555432683,0.01,None
8578,15,9.0,1,3,4,15.517544159999998,False,Missed Playoffs,,True,True,16.0,11.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,JAX,BUF,TB,IND,IND,IND,IND,IND,1050,91.27967152941176,0.01,Lost Division First
8579,6,6.0,1,3,5,13.364550084069007,False,Missed Playoffs,15.0,True,True,15.0,10.0,True,15.0,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,HOU,NE,ARI,IND,JAX,1600,78.61500049452357,0.01,Lost Wild Card and Division at Same Time
8580,19,10.0,1,4,7,16.485489805895906,True,First Round Exit,,False,False,,11.0,False,,10.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,IND,IND,IND,ARI,IND,JAX,875,96.9734694464465,0.01,None
8581,20,9.0,1,2,5,13.557144159999998,True,First Round Exit,,True,True,15.0,13.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,IND,IND,IND,IND,OAK,IND,850,79.7479068235294,0.01,None
8582,18,9.0,1,3,5,14.712791999999999,False,Missed Playoffs,16.0,True,True,14.0,13.0,True,16.0,10.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,HOU,IND,IND,IND,IND,900,86.54583529411764,0.01,Lost Division First
8583,15,8.0,1,2,4,13.388821788656896,False,Missed Playoffs,,True,True,15.0,12.0,False,,8.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,IND,IND,IND,OAK,IND,1050,78.75777522739351,0.01,Lost Division First
8584,17,9.0,1,3,5,15.819216920009376,False,Missed Playoffs,,False,False,,10.0,False,,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,TB,IND,IND,ARI,IND,IND,950,93.05421717652574,0.01,Lost Wild Card and Division at Same Time
8585,16,8.0,1,2,5,13.751587189780313,False,Missed Playoffs,16.0,True,True,16.0,11.0,True,16.0,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,IND,IND,IND,ARI,OAK,IND,1000,80.89168935164889,0.01,Lost Wild Card and Division at Same Time
8586,33,4.0,1,1,3,11.258183472127998,False,Missed Playoffs,14.0,True,True,13.0,13.0,True,14.0,9.0,SEA,LAR,TEN,IND,BAL,HOU,SF,TEN,IND,IND,BUF,TB,HOU,NE,ARI,IND,JAX,580,66.22460865957646,0.01,Lost Division First
8587,28,9.0,1,3,6,16.185537737490122,True,Second Round Exit,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,IND,IND,IND,ARI,IND,JAX,660,95.20904551464778,0.01,None
8588,14,9.0,1,2,5,15.582710246877816,False,Missed Playoffs,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,IND,IND,IND,ARI,IND,IND,1100,91.66300145222245,0.01,Lost Wild Card and Division at Same Time
8589,7,6.0,1,2,4,13.15582249976537,False,Missed Playoffs,16.0,True,True,15.0,10.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,HOU,IND,ARI,IND,JAX,1500,77.38719117509041,0.01,Lost Division First
8590,27,10.0,1,4,5,15.786703799227132,True,Second Round Exit,,False,False,,10.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,BUF,TB,IND,IND,IND,IND,IND,680,92.86296352486548,0.01,None
8591,26,9.0,1,3,5,15.712880021303775,True,Second Round Exit,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,TB,IND,IND,ARI,IND,IND,700,92.42870600766926,0.01,None
8592,24,8.0,1,4,5,16.388962177486512,True,First Round Exit,,False,False,,8.0,False,,8.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,JAX,BUF,TB,IND,IND,ARI,OAK,IND,740,96.40565986756772,0.01,None
8593,8,7.0,1,3,5,13.576352159999999,False,Missed Playoffs,16.0,True,True,15.0,9.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,JAX,IND,TB,HOU,NE,ARI,IND,IND,1400,79.86089505882352,0.01,Lost Division First
8594,17,9.0,1,3,6,15.15894555824391,False,Missed Playoffs,,True,True,17.0,10.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,IND,TB,IND,IND,ARI,IND,JAX,950,89.17026798967007,0.01,Lost Division First
8595,13,7.0,1,2,4,13.36169145861058,False,Missed Playoffs,16.0,True,True,14.0,11.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,HOU,SF,IND,IND,IND,BUF,TB,HOU,IND,IND,OAK,IND,1150,78.59818505065047,0.01,Lost Division First
8596,15,9.0,1,3,6,14.110786751199033,False,Missed Playoffs,,True,True,16.0,10.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,JAX,IND,IND,IND,NE,IND,OAK,IND,1050,83.0046279482296,0.01,Lost Division First
8597,22,8.0,1,4,6,15.208213121388832,True,First Round Exit,,False,False,,8.0,False,,8.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,HOU,IND,ARI,OAK,IND,780,89.46007718464018,0.01,None
8598,11,7.0,1,2,4,13.613100338531009,False,Missed Playoffs,16.0,True,True,16.0,10.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,JAX,BUF,IND,IND,IND,ARI,OAK,IND,1250,80.07706081488828,0.01,Lost Wild Card and Division at Same Time
8599,10,7.0,1,3,5,14.653984,False,Missed Playoffs,16.0,True,True,16.0,8.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,TB,IND,NE,ARI,OAK,IND,1300,86.19990588235294,0.01,Lost Wild Card and Division at Same Time
8600,12,7.0,1,1,3,13.899982136574303,False,Missed Playoffs,15.0,True,True,15.0,9.0,True,15.0,9.0,SEA,LAR,TEN,IND,BAL,HOU,SF,TEN,NYJ,IND,BUF,IND,HOU,IND,IND,IND,IND,1200,81.76460080337826,0.01,Lost Wild Card and Division at Same Time
8601,13,8.0,1,4,6,14.8904,False,Missed Playoffs,17.0,True,True,16.0,11.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,NE,IND,OAK,JAX,1150,87.59058823529412,0.01,Lost Division First
8602,7,7.0,1,3,4,14.356537720665452,False,Missed Playoffs,,True,True,15.0,10.0,False,,8.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,JAX,Tie,TB,HOU,IND,ARI,IND,IND,1500,84.45022188626736,0.01,Lost Division First
8603,15,7.0,1,4,5,13.8112,False,Missed Playoffs,16.0,True,True,15.0,9.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,BUF,TB,IND,NE,ARI,OAK,IND,1050,81.24235294117646,0.01,Lost Division First
8604,10,7.0,1,3,5,16.457168,False,Missed Playoffs,,False,False,,7.0,False,,7.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,JAX,IND,TB,HOU,IND,ARI,IND,JAX,1300,96.8068705882353,0.01,Lost Wild Card and Division at Same Time
8605,13,7.0,1,2,4,13.382672479999997,False,Missed Playoffs,15.0,True,True,15.0,9.0,True,15.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,IND,NE,ARI,IND,IND,1150,78.7216028235294,0.01,Lost Wild Card and Division at Same Time
8606,31,10.0,1,4,6,15.688299413783847,True,Super Bowl Exit,,False,False,,10.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,IND,ARI,IND,IND,600,92.2841141987285,0.01,None
8607,14,7.0,1,3,5,14.206653731798607,False,Missed Playoffs,16.0,True,True,16.0,9.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,HOU,IND,ARI,OAK,IND,1100,83.56855136352121,0.01,Lost Wild Card and Division at Same Time
8608,20,10.0,1,3,7,16.159617996909336,True,First Round Exit,,False,False,,10.0,False,,9.0,SEA,LAR,TEN,IND,BAL,HOU,IND,IND,IND,IND,IND,IND,IND,NE,ARI,IND,IND,850,95.05657645240785,0.01,None
8609,40,7.0,1,2,4,12.594573888831654,False,Missed Playoffs,17.0,True,True,15.0,10.0,True,17.0,8.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,IND,NE,ARI,IND,IND,500,74.08572875783325,0.01,Lost Division First
8610,21,10.0,1,3,6,15.84221087604845,True,First Round Exit,,False,False,,10.0,False,,8.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,IND,IND,IND,ARI,IND,IND,800,93.18947574146146,0.01,None
8611,11,7.0,1,3,5,12.859987044345846,False,Missed Playoffs,17.0,True,True,15.0,12.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,TB,IND,NE,ARI,IND,JAX,1250,75.6469826137991,0.01,Lost Division First
8612,12,7.0,1,2,5,13.226450526677274,False,Missed Playoffs,16.0,True,True,15.0,12.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,IND,HOU,IND,ARI,OAK,IND,1200,77.80265015692514,0.01,Lost Division First
8613,46,7.0,1,2,4,11.799131909903677,False,Missed Playoffs,16.0,True,True,14.0,10.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,IND,IND,ARI,OAK,IND,440,69.40665829355103,0.01,Lost Division First
8614,17,9.0,1,3,5,13.777350974961646,False,Missed Playoffs,17.0,True,True,16.0,11.0,True,17.0,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,TB,IND,IND,ARI,IND,IND,950,81.04324102918615,0.01,Lost Division First
8615,24,9.0,1,4,6,13.8904,True,First Round Exit,,True,True,15.0,11.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,NE,ARI,IND,IND,740,81.70823529411764,0.01,None
8616,24,10.0,1,3,6,14.8508,True,First Round Exit,,True,True,16.0,12.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,IND,TB,IND,IND,IND,OAK,IND,740,87.35764705882353,0.01,None
8617,11,8.0,1,2,5,13.87778974156136,False,Missed Playoffs,16.0,True,True,15.0,11.0,True,16.0,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,IND,IND,NE,ARI,IND,IND,1250,81.63405730330211,0.01,Lost Division First
8618,38,4.0,1,2,2,11.262611893492506,False,Missed Playoffs,14.0,True,True,13.0,11.0,True,14.0,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,NYJ,JAX,BUF,TB,IND,NE,ARI,OAK,IND,520,66.25065819701474,0.01,Lost Division First
8619,39,6.0,1,2,5,11.915633621397436,False,Missed Playoffs,16.0,True,True,14.0,12.0,True,16.0,8.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,IND,HOU,NE,ARI,OAK,IND,510,70.09196247880844,0.01,Lost Division First
8620,20,11.0,1,4,6,15.075521244792277,True,First Round Exit,,False,False,,11.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,IND,TB,IND,IND,IND,IND,IND,850,88.67953673407222,0.01,None
8621,14,8.0,1,4,5,14.198053073223532,False,Missed Playoffs,16.0,True,True,16.0,9.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,JAX,BUF,IND,HOU,IND,ARI,IND,IND,1100,83.51795925425607,0.01,Lost Wild Card and Division at Same Time
8622,36,5.0,1,2,3,12.233161794104843,False,Missed Playoffs,15.0,True,True,15.0,8.0,True,15.0,8.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,NYJ,IND,BUF,TB,IND,NE,ARI,IND,JAX,540,71.95977525944025,0.01,Lost Wild Card and Division at Same Time
8623,31,9.0,1,3,6,16.791992,True,Super Bowl Exit,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,IND,HOU,IND,ARI,IND,IND,600,98.77642352941177,0.01,None
8624,21,9.0,1,4,5,16.126497200462367,True,First Round Exit,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,JAX,BUF,TB,IND,IND,ARI,IND,IND,800,94.86174823801392,0.01,None
8625,42,7.0,1,2,5,12.15213179505886,False,Missed Playoffs,17.0,True,True,14.0,14.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,HOU,IND,TEN,IND,IND,BUF,IND,IND,NE,ARI,IND,JAX,480,71.48312820622859,0.01,Lost Division First
